dat_ref,retorno,desvio_relativo,score,score_atividade_mercado
2017-01-02,,,,
2017-01-03,3.733910621087788,,,
2017-01-04,-0.36399521144077074,,,
2017-01-05,0.7826072837681997,-0.4346034869291353,39.63217914749882,
2017-01-06,-0.6540896715052091,7.333145154219782,81.17769281746784,
2017-01-09,0.056758290764613584,-0.08096590268151793,41.5235965670513,
2017-01-10,0.7001620745543002,19.42664642006879,100.0,
2017-01-11,0.5053756518380137,0.20108669829190906,43.032144375526556,
2017-01-12,2.4148864619030874,1.0010526416022687,47.310732363975475,
2017-01-13,-0.47221440410294413,-1.5786828445913845,33.51311340668771,
2017-01-16,0.2812166153459472,-0.6206420509150994,38.63715883205294,
2017-01-17,0.8193510989957797,2.9118967894881393,57.53081096520975,
2017-01-18,-0.3169966124871748,-2.2136611919591296,30.116955416848445,
2017-01-19,-0.31021044427124167,-5.84340457282604,10.703408427256198,
2017-01-20,0.8913074072336657,9.124644730267368,90.75946143085336,
2017-01-23,1.9032563041490258,1.2982918685657814,48.90050527470616,
2017-01-24,0.1384051468463321,-0.8584316913648683,37.36534981578929,
2017-01-26,0.5331105710814077,-0.3788453115339391,39.93039966738307,
2017-01-27,-0.2371923675424159,-2.638357923873882,27.845480798335842,
2017-01-30,-2.622891237847169,2.3815061874496153,54.694036627445485,
2017-01-31,0.5738546234953734,-1.7530146298205664,32.580706360457924,
2017-02-01,0.25513754232964203,-1.4266754127511325,34.32611948209053,
2017-02-02,-0.3979270775495092,-3.769375820770591,21.79627379290012,
2017-02-03,0.5822416302765587,2.97477884501686,57.86713329208385,
2017-02-06,-1.4795085752994375,2.4269195568729898,54.936928338717316,
2017-02-07,0.3219102089291104,-2.6784901717565743,27.630834968502406,
2017-02-08,0.9906696365987067,-18.804058737295872,0.0,
2017-02-09,0.20050898434487152,-0.602450998805386,38.73445299526667,
2017-02-10,1.7855768490725676,0.7995198467506799,46.23284173307894,
2017-02-13,1.2748582230623917,0.17284277281217153,42.881082794324506,50.68981494280496
2017-02-14,-0.3807788794648159,-1.426299702745137,34.32812895303393,42.7350916856768
2017-02-15,1.8931842369553253,1.0376805231098167,47.50663522105463,71.69745037444966
2017-02-16,-0.23831940684947428,-1.5611538375324705,33.60686664665859,43.34744774208896
2017-02-17,-0.0973250361282374,-1.1874591644551642,35.60555865717034,36.24655351168856
2017-02-20,1.1587057920529054,3.2234000904848017,59.19687474348917,47.072290487025455
2017-02-21,0.7572994032072122,0.249201624713437,43.28948526356531,48.07042680527246
2017-02-22,-0.6690609975091188,-2.6096814886724937,27.99885564164038,34.08488831153014
2017-02-23,-1.6460125382708801,2.1699317067597486,53.56243841465659,76.26027072476519
2017-02-24,-1.184388016780069,0.015345931645070587,42.03871681803347,46.75564250689465
2017-03-01,0.4905343374036253,-1.6289261330891538,33.24438905352693,28.824525716585747
2017-03-02,-1.692815238322709,1.1278383764531354,47.988841134449885,53.43196060354683
2017-03-03,1.4137119429048717,19.059191823874656,100.0,95.8323605127814
2017-03-06,-0.6663073099152483,1.1143426131141059,47.91665954797088,57.50136039814213
2017-03-07,-0.9029107188616381,16.4188176713178,100.0,100.0
2017-03-08,-1.5576039670226027,0.49442849875853856,44.60107204611311,59.562353165494685
2017-03-09,-0.20550696869495733,-0.7687487252678813,37.84501581247307,47.3399901975923
2017-03-10,0.1393512425485799,-1.2574603430572,35.231159966265395,43.248893941505855
2017-03-13,1.3281793583301171,2.157261063404744,53.49466995161389,41.97210225434845
2017-03-14,-1.2741477706228799,-20.7661979960274,0.0,0.0
2017-03-15,2.374070696610464,1.9332422014638233,52.29651343019987,69.73541583507317
2017-03-16,-0.6824186608288652,-5.9035570491915985,10.381685152652638,10.50366836018508
2017-03-17,-2.391195293616888,9.254670887757625,91.45490148086327,100.0
2017-03-20,1.0496807350879989,-2.5559022279713695,28.286492010147914,35.33655410959048
2017-03-21,-2.9344676653720536,1.0588025242267936,47.619605455633796,60.82566271953721
2017-03-22,0.8590028580501841,-3.5122329775881083,23.171592691606453,31.963571405883997
2017-03-23,0.015742825207420985,-1.0229295390505955,36.48553921745136,42.43410945873094
2017-03-24,0.5084132155955379,0.1027219273586557,42.506044069731075,37.07556496458135
2017-03-27,0.7109969618191547,0.7269041818538473,45.84445955981399,41.56350398547918
2017-03-28,0.5162654724140125,-0.10766944423349523,41.38077367179086,47.19861124068084
2017-03-29,1.3737623762376305,0.5844858965289605,45.08274067662631,53.200634627751995
2017-03-30,-0.3998290806983329,-1.8049176176292343,32.30310516748236,25.75796652847151
2017-03-31,-0.4320779578953826,-3.3922139058782865,23.81351021684191,21.57478700428128
2017-04-03,0.3493167548935139,-3.171511321457846,24.993929751720255,24.952662180200253
2017-04-04,0.855683857017997,2.321226978812844,54.371635530019724,42.13453715753413
2017-04-05,-1.5113503322233934,13.800245262356505,100.0,100.0
2017-04-06,-0.8521806252412167,0.6954914559748278,45.6764497679543,45.96027653207951
2017-04-07,0.5761175902714077,-1.966957505486421,31.43644087554214,31.54055575018433
2017-04-10,0.08824485625378298,-2.4095258008098224,29.069380867208277,30.826659071392328
2017-04-11,-0.44856921887084233,-7.236097727626764,3.2546410721519083,3.6048852007901706
2017-04-12,-0.7271597265382179,1.0059872152328748,47.337124746852005,70.15593589643817
2017-04-13,-1.6684404933325014,0.7598534784243274,46.02068764266327,51.43526121788133
2017-04-17,2.401871836500802,1147.9247405429592,100.0,77.55713487609299
2017-04-18,-0.27356804227869347,-2.7846697600100416,27.062937403963854,30.484846018495908
2017-04-19,-1.172088093642354,-4.677271016147452,16.940430228316185,18.559189245616494
2017-04-20,0.5582979797183363,-2.887506107254837,26.51292103917113,27.72359519032644
2017-04-24,0.9849280908392322,6.961417198738217,79.18951972260766,91.70443769376449
2017-04-25,1.1787727717467167,0.29916231420822714,43.55669814650689,48.13451086505887
2017-04-26,-0.4390004297906258,-1.7636116187651998,32.52402876062835,37.67099784102341
2017-04-27,-0.2852209305911013,-2.8824334726050065,26.540051836255746,29.586911830138906
2017-04-28,1.1225010436476612,7.455121545063795,81.83007899103407,88.0457101614977
2017-05-02,2.0167270614497745,1.1198899702821667,47.94632938072486,60.22515188373436
2017-05-03,-0.9412187884056178,-2.28464258261957,29.73731409833629,37.500539312648634
2017-05-04,-1.8624988652525154,6.099826416067545,74.58133358103483,100.0
2017-05-05,1.3058292092564372,-3.6153400424516127,22.62012840373481,23.011490406426706
2017-05-08,-0.28001826206056624,0.004024042958423957,41.97816211899118,35.93028770308735
2017-05-09,1.1476360528645202,0.5840773474107703,45.08055556691708,45.89416852134803
2017-05-10,1.6174296146534317,0.9525940765975878,47.0515535378013,56.37957706490666
2017-05-11,0.27913882702301773,-0.7249145113047586,38.07946146970894,41.18068187177147
2017-05-12,1.0127631851698293,0.04432562017792363,42.19371360046219,60.43830982275591
2017-05-15,0.36938231069156835,-0.33295769013778576,40.175827897629496,49.631570755562215
2017-05-16,0.3066857493355224,-0.45521066677133437,39.52196241529171,53.68886674214611
2017-05-17,-1.6655989750160138,4.049662268615403,63.61610716234689,77.48834729598876
2017-05-18,-8.799230085875031,1.5986727542617034,50.507081229902305,100.0
2017-05-19,1.691640826663643,-1.5784581778596531,33.51431502831652,66.35210033651015
2017-05-22,-1.542170213445293,-0.46512840559774604,39.46891775936591,72.26133921203387
2017-05-23,1.603619087769359,1.7442162603531313,51.28551523970856,75.40657776153643
2017-05-24,0.9495387954422174,1.8176569027643907,51.67830977441648,66.01057473465528
2017-05-25,-0.047425581358584434,-1.056780504433989,36.304488592611705,43.93817560306046
