dat_ref,retorno,retorno_mm3,desvio_relativo,score_confianca_mercado
2017-12-04,-0.09431481195983915,0.08273194266232424,-2.1400048025560228,31.770057297436722
2017-12-01,0.10257341260835329,-0.02533651170761564,-5.048442571418456,7.620009684644874
2017-11-30,0.34095649177532383,0.1164050308079454,1.929052888941389,65.55724643413073
2017-11-29,-0.18345473277061597,0.0866917238710198,-3.1161735466647364,23.66449564480928
2017-11-28,0.2865524078550674,0.1480180556199245,0.9359287396050282,57.31089653843835
2017-11-27,-0.18146116866408768,-0.026121164526546004,5.9469019453430265,98.91922758150862
2017-11-24,0.5309022172176991,0.21199781880289237,1.5042815073079225,62.03018142320844
2017-11-23,-0.10840864210305279,0.08034413548351897,-2.349303735121908,30.032155513569563
2017-11-22,-0.12383705745139251,0.09955217255441735,-2.243941284995066,30.907026626304035
2017-11-21,-0.05635936534845731,-0.09620168830096813,-0.41415409288726446,46.100560517167985
2017-11-17,-0.2336849133380725,-0.13796044537930804,0.6938544428120677,55.30084638162525
2017-11-16,-0.12209018394919724,-0.1373781542119096,-0.1112838525922415,48.61542633342484
2017-11-14,-0.00271643169533764,-0.11949717632753638,-0.9772678168738312,41.42477773395542
2017-11-13,0.019468289325952348,-0.0351127754395281,-1.5544503128065457,36.63217570296991
2017-11-10,-0.05477219745151363,-0.012673446606966898,3.321807567438208,77.12190570197967
2017-11-09,0.323831263530705,0.09617578513504732,2.3670768902587103,69.19435381893008
2017-11-08,-0.09525572324375897,0.057934447611810214,-2.6441983512472573,27.583514839037043
2017-11-07,-0.13194877495503743,0.03220892177730228,-5.0966529667572456,7.219697408642949
2017-11-06,0.09637747391473273,-0.043609008094688484,-3.2100359105959893,22.88511484379749
2017-11-03,-0.10306528824378658,-0.04621219642803102,1.2302616237749322,59.754872903624154
2017-11-01,0.506807969555334,0.16670671840875947,2.040117245380941,66.47946300166909
2017-10-31,0.2318660489575075,0.21186957675635107,0.0943810456758134,50.32315312016513
2017-10-30,-0.1531716870446509,0.19516744382272963,-1.7848219151949163,34.71929820362072
2017-10-27,-0.3221090042063057,-0.08113821409781696,2.9698803798908378,74.19969831404948
2017-10-26,-0.1665395429866101,-0.2139400780791895,-0.22155986628664393,47.69975572503829
2017-10-25,-0.09267631103074825,-0.19377495274122195,-0.5217322480552301,45.20729142363024
2017-10-24,-0.32172673589898615,-0.19364752997211543,0.6614037676871669,55.03139404617434
2017-10-23,-0.15434620762289075,-0.18958308485087563,-0.18586509052588684,47.99614526562914
2017-10-20,-0.18050049103409682,-0.2188578115186585,-0.17526137275338494,48.0841926331266
2017-10-19,1.6679799769525605,0.44437775943185703,2.7535181308018104,72.40314668311862
